Submission_Id,Problem Name,User_Rating,User_Name,Tags,Tags_n,Problem_Rating,,,,,
147998863,734AAnton and Danik,,Subhajit_Mondal,"['implementation', 'strings']","['implementation', 'strings']",800,,,,,
147998862,337CQuiz,1684,TerraByte,"['binary search', 'greedy', 'math', 'matrices', 'number theory']","['binary search', 'greedy', 'math', 'matrices', 'number theory']",1600,,,,,
147998861,1605AA.M. Deviation,881,_bverma512,"['math', 'number theory']","['math', 'number theory']",800,,,,,
147998859,133AHQ9+,379,ShaimaaElbakary,['implementation'],['implementation'],900,,,,,
147998857,1096DEasy Problem,1494,ranger_18,['dp'],['dp'],1800,,,,,
147998856,546ASoldier and Bananas,931,Bhavya_Patel,"['brute force', 'implementation', 'math']","['brute force', 'implementation', 'math']",800,,,,,
147998855,320AMagic Numbers,1513,maverick00,"['brute force', 'greedy']","['brute force', 'greedy']",900,,,,,
147998854,6ATriangle,877,hnust_wunengwu,"['brute force', 'geometry']","['brute force', 'geometry']",900,,,,,
147998853,1557BMoamen and k-subarrays,1103,navinbhandari45,"['greedy', 'sortings']","['greedy', 'sortings']",1100,,,,,
147998852,4CRegistration System,364,valak_5701,"['data structures', 'hashing', 'implementation']","['data structures', 'hashing', 'implementation']",1300,,,,,
147998851,276BLittle Girl and Game,732,rv4102,"['games', 'greedy']","['games', 'greedy']",1300,,,,,
147998850,1607FRobot on the Board 2,1896,Old_ileln,"['brute force', 'dfs and similar', 'graphs', 'implementation']","['brute force', 'dfs and similar', 'graphs', 'implementation']",2300,,,,,
147998849,1635CDifferential Sorting,1428,harsh_mr,"['constructive algorithms', 'greedy']","['constructive algorithms', 'greedy']",1200,,,,,
147998848,585FDigits of Number Pi,2365,dingdingsb,"['dp', 'implementation', 'strings']","['dp', 'implementation', 'strings']",3200,,,,,
147998846,1294ACollecting Coins,819,Shinigami_suyash,['math'],['math'],800,,,,,
147998845,1ATheatre Square,,anup1501,['math'],['math'],1000,,,,,
147998844,810AStraight <<A>>,,blueorigin,"['implementation', 'math']","['implementation', 'math']",900,,,,,
147998843,230BT-primes,,ulpan,"['binary search', 'implementation', 'math', 'number theory']","['binary search', 'implementation', 'math', 'number theory']",1300,,,,,
147998842,1641DTwo Arrays,1616,AngelKnows,"['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']","['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']",,,,,,
147998841,4AWatermelon,,raikommhh,"['brute force', 'math']","['brute force', 'math']",800,,,,,
147998840,103360AЙода и приставки Си,1248,ILOVEAMNESIYA,[],[],,,,,,
147998839,1586COmkar and Determination,1140,pkresearcher,"['constructive algorithms', 'dp', 'greedy', 'implementation', 'two pointers']","['constructive algorithms', 'dp', 'greedy', 'implementation', 'two pointers']",1700,,,,,
147998838,110ANearly Lucky Number,375,Anupkpp79,['implementation'],['implementation'],800,,,,,
147998837,281BNearest Fraction,1575,ImmortalPhoenix,"['brute force', 'implementation', 'two pointers']","['brute force', 'implementation', 'two pointers']",1700,,,,,
147998836,1360DBuying Shovels,1281,Priyaanshut,"['math', 'number theory']","['math', 'number theory']",1300,,,,,
147998835,1348APhoenix and Balance,,kaustubh.am765,"['greedy', 'math']","['greedy', 'math']",800,,,,,
147998834,1144BParity Alternated Deletions,,SourishR,"['greedy', 'implementation', 'sortings']","['greedy', 'implementation', 'sortings']",900,,,,,
147998833,1635BAvoid Local Maximums,,Delgermaa_16,['greedy'],['greedy'],800,,,,,
147998831,1385AThree Pairwise Maximums,906,_Frust,['math'],['math'],800,,,,,
147998828,165ECompatible Numbers,1535,ShinnirKolaChori,"['bitmasks', 'brute force', 'dfs and similar', 'dp']","['bitmasks', 'brute force', 'dfs and similar', 'dp']",2200,,,,,
147998827,1635CDifferential Sorting,915,jinnies47,"['constructive algorithms', 'greedy']","['constructive algorithms', 'greedy']",1200,,,,,
147998826,1294CProduct of Three Numbers,1141,adityagoyal,"['greedy', 'math', 'number theory']","['greedy', 'math', 'number theory']",1300,,,,,
147998825,1272BSnow Walking Robot,1079,lastbencher_14,"['constructive algorithms', 'greedy', 'implementation']","['constructive algorithms', 'greedy', 'implementation']",1200,,,,,
147998824,122BLucky Substring,,luogu_bot1,"['brute force', 'implementation']","['brute force', 'implementation']",1000,,,,,
147998822,292DConnected Components,,bkifhr8,"['data structures', 'dfs and similar', 'dp', 'dsu']","['data structures', 'dfs and similar', 'dp', 'dsu']",1900,,,,,
147998821,706BInteresting drink,,Mogadischu,"['binary search', 'dp', 'implementation']","['binary search', 'dp', 'implementation']",1100,,,,,
147998819,100543LOuter space invaders,1630,dargoncat,[],[],,,,,,
147998818,1426AFloor Number,904,Sharvari_84,"['implementation', 'math']","['implementation', 'math']",800,,,,,
147998817,25AIQ test,,mamkinhecker,['brute force'],['brute force'],1300,,,,,
147998816,1075AThe King's Race,377,aj_1306,"['implementation', 'math']","['implementation', 'math']",800,,,,,
147998815,1401CMere Array,927,akashksinha7115,"['constructive algorithms', 'math', 'number theory', 'sortings']","['constructive algorithms', 'math', 'number theory', 'sortings']",1300,,,,,
147998814,1400CBinary String Reconstruction,896,_jalajpatel,"['2-sat', 'brute force', 'constructive algorithms', 'greedy']","['2-sat', 'brute force', 'constructive algorithms', 'greedy']",1500,,,,,
147998813,1629CMeximum Array,896,rest_api,"['constructive algorithms', 'data structures', 'greedy', 'math', 'two pointers']","['constructive algorithms', 'data structures', 'greedy', 'math', 'two pointers']",1400,,,,,
147998812,545CWoodcutters,,mubassher,"['dp', 'greedy']","['dp', 'greedy']",1500,,,,,
147998811,1096DEasy Problem,1494,ranger_18,['dp'],['dp'],1800,,,,,
147998810,1637EBest Pair,1416,syrgabaev,"['binary search', 'brute force', 'implementation']","['binary search', 'brute force', 'implementation']",2100,,,,,
147998809,985BSwitches and Lamps,1169,Joydeep8822154667,['implementation'],['implementation'],1200,,,,,
147998808,796ABuying A House,884,sahilbhojane16,"['brute force', 'implementation']","['brute force', 'implementation']",800,,,,,
147998807,103562APhone Numbers,720,pushpendrasahu11,[],[],,,,,,
147998806,1430ANumber of Apartments,802,Samir_Al_Rashid,"['brute force', 'constructive algorithms', 'math']","['brute force', 'constructive algorithms', 'math']",900,,,,,
147998805,1607FRobot on the Board 2,1896,Old_ileln,"['brute force', 'dfs and similar', 'graphs', 'implementation']","['brute force', 'dfs and similar', 'graphs', 'implementation']",2300,,,,,
147998803,520APangram,,itbek.dauren,"['implementation', 'strings']","['implementation', 'strings']",800,,,,,
147998802,1389ALCM Problem,981,sidak32,"['constructive algorithms', 'greedy', 'math', 'number theory']","['constructive algorithms', 'greedy', 'math', 'number theory']",800,,,,,
147998801,1641DTwo Arrays,1616,AngelKnows,"['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']","['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']",,,,,,
147998800,"1277AHappy Birthday, Polycarp!",1472,Murphy-Orangemud,['implementation'],['implementation'],1000,,,,,
147998799,1102DBalanced Ternary String,1103,NewYearIsHaram,"['greedy', 'strings']","['greedy', 'strings']",1500,,,,,
147998798,112APetya and Strings,,himanshuop,"['implementation', 'strings']","['implementation', 'strings']",800,,,,,
147998797,1486C1Guessing the Greatest (easy version),1416,SynTax19,"['binary search', 'interactive']","['binary search', 'interactive']",1600,,,,,
147998796,1605AA.M. Deviation,881,_bverma512,"['math', 'number theory']","['math', 'number theory']",800,,,,,
147998795,432AChoosing Teams,,shahildhakre,"['greedy', 'implementation', 'sortings']","['greedy', 'implementation', 'sortings']",800,,,,,
147998794,43AFootball,,shreyark_pt,['strings'],['strings'],1000,,,,,
147998793,1635CDifferential Sorting,976,pitUuu,"['constructive algorithms', 'greedy']","['constructive algorithms', 'greedy']",1200,,,,,
147998792,1468DFirecrackers,1514,saturnbored,"['binary search', 'sortings']","['binary search', 'sortings']",1700,,,,,
147998791,1417BTwo Arrays,979,necro_mancer,"['greedy', 'math', 'sortings']","['greedy', 'math', 'sortings']",1100,,,,,
147998790,585FDigits of Number Pi,2365,dingdingsb,"['dp', 'implementation', 'strings']","['dp', 'implementation', 'strings']",3200,,,,,
147998789,810AStraight <<A>>,,blueorigin,"['implementation', 'math']","['implementation', 'math']",900,,,,,
147998788,1603ADi-visible Confusion,971,b.ayush_9,"['constructive algorithms', 'math', 'number theory']","['constructive algorithms', 'math', 'number theory']",1300,,,,,
147998787,803CMaximal GCD,1827,SCAU_Lnn,"['constructive algorithms', 'greedy', 'math']","['constructive algorithms', 'greedy', 'math']",1900,,,,,
147998785,888EMaximum Subsequence,1671,Megurine,"['bitmasks', 'divide and conquer', 'meet-in-the-middle']","['bitmasks', 'divide and conquer', 'meet-in-the-middle']",1800,,,,,
147998784,1336ALinova and Kingdom,1332,nirav114,"['dfs and similar', 'dp', 'greedy', 'sortings', 'trees']","['dfs and similar', 'dp', 'greedy', 'sortings', 'trees']",1600,,,,,
147998783,522AReposts,642,Karthik_p,"['*special', 'dfs and similar', 'dp', 'graphs', 'trees']","['*special', 'dfs and similar', 'dp', 'graphs', 'trees']",1200,,,,,
147998782,996AHit the Lottery,781,lukestorm19,"['dp', 'greedy']","['dp', 'greedy']",800,,,,,
147998781,292DConnected Components,,bkifhr9,"['data structures', 'dfs and similar', 'dp', 'dsu']","['data structures', 'dfs and similar', 'dp', 'dsu']",1900,,,,,
147998779,595BPasha and Phone,,rrsn,"['binary search', 'math']","['binary search', 'math']",1600,,,,,
147998778,1543AExciting Bets,770,locked,"['greedy', 'math', 'number theory']","['greedy', 'math', 'number theory']",900,,,,,
147998777,352AJeff and Digits,958,_Ali_best_2022,"['brute force', 'implementation', 'math']","['brute force', 'implementation', 'math']",1000,,,,,
147998776,550ATwo Substrings,1047,targetexpert2,"['brute force', 'dp', 'greedy', 'implementation', 'strings']","['brute force', 'dp', 'greedy', 'implementation', 'strings']",1500,,,,,
147998775,830AOffice Keys,1581,palindroam,"['binary search', 'brute force', 'dp', 'greedy', 'sortings']","['binary search', 'brute force', 'dp', 'greedy', 'sortings']",1800,,,,,
147998774,1638BOdd Swap Sort,,thelegendary08,"['data structures', 'math', 'sortings']","['data structures', 'math', 'sortings']",1100,,,,,
147998773,793DPresents in Bankopolis,926,weddew,"['dp', 'graphs', 'shortest paths']","['dp', 'graphs', 'shortest paths']",2100,,,,,
147998770,1144BParity Alternated Deletions,,SourishR,"['greedy', 'implementation', 'sortings']","['greedy', 'implementation', 'sortings']",900,,,,,
147998769,466EInformation Graph,1210,KevinBaby,"['dfs and similar', 'dsu', 'graphs', 'trees']","['dfs and similar', 'dsu', 'graphs', 'trees']",2100,,,,,
147998768,427APolice Recruits,364,code_garnish,['implementation'],['implementation'],800,,,,,
147998766,961ETufurama,1217,Write_Hape_Code,['data structures'],['data structures'],1900,,,,,
147998764,834AThe Useless Toy,,PANDEPIC,['implementation'],['implementation'],900,,,,,
147998763,1638AReverse,,firstname.lastname,"['constructive algorithms', 'greedy', 'math']","['constructive algorithms', 'greedy', 'math']",800,,,,,
147998762,585FDigits of Number Pi,2365,dingdingsb,"['dp', 'implementation', 'strings']","['dp', 'implementation', 'strings']",3200,,,,,
147998761,1149APrefix Sum Primes,900,Asnani,"['constructive algorithms', 'greedy', 'math', 'number theory']","['constructive algorithms', 'greedy', 'math', 'number theory']",1200,,,,,
147998760,103562APhone Numbers,720,pushpendrasahu11,[],[],,,,,,
147998759,1555BTwo Tables,1001,Mayankesh,['brute force'],['brute force'],1300,,,,,
147998758,337CQuiz,1684,TerraByte,"['binary search', 'greedy', 'math', 'matrices', 'number theory']","['binary search', 'greedy', 'math', 'matrices', 'number theory']",1600,,,,,
147998757,996AHit the Lottery,,gurjotsc,"['dp', 'greedy']","['dp', 'greedy']",800,,,,,
147998754,100543LOuter space invaders,1630,dargoncat,[],[],,,,,,
147998753,1213ETwo Small Strings,1573,akshitgarg09,"['brute force', 'constructive algorithms']","['brute force', 'constructive algorithms']",1900,,,,,
147998751,1350AOrac and Factors,1048,amanverma6528240,['math'],['math'],900,,,,,
147998748,1552GA Serious Referee,,vjudge2,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']","['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000,,,,,
147998747,1635BAvoid Local Maximums,1152,beast_1729,['greedy'],['greedy'],800,,,,,
147998746,1237ABalanced Rating Changes,397,weqeq,"['implementation', 'math']","['implementation', 'math']",1000,,,,,
147998745,318AEven Odds,349,JaSn_rocX,['math'],['math'],900,,,,,
147998744,1181AChunga-Changa,848,samsondsouza666,"['greedy', 'math']","['greedy', 'math']",1000,,,,,
147998743,868ABark to Unlock,,Firuz__001,"['brute force', 'implementation', 'strings']","['brute force', 'implementation', 'strings']",900,,,,,
147998742,1607FRobot on the Board 2,1896,Old_ileln,"['brute force', 'dfs and similar', 'graphs', 'implementation']","['brute force', 'dfs and similar', 'graphs', 'implementation']",2300,,,,,
147998741,702AMaximum Increase,1223,vamshi_2525,"['dp', 'greedy', 'implementation']","['dp', 'greedy', 'implementation']",800,,,,,
147998740,1638AReverse,355,Armaan48,"['constructive algorithms', 'greedy', 'math']","['constructive algorithms', 'greedy', 'math']",800,,,,,
147998739,1625AAncient Civilization,1463,lgnl,"['bitmasks', 'greedy', 'math']","['bitmasks', 'greedy', 'math']",800,,,,,
147998738,282ABit++,387,mayankshrivast,['implementation'],['implementation'],800,,,,,
147998737,4AWatermelon,,Ignite_s,"['brute force', 'math']","['brute force', 'math']",800,,,,,
147998735,363CFixing Typos,1053,srajamuri,"['greedy', 'implementation']","['greedy', 'implementation']",1400,,,,,
147998734,377AMaze,849,sixth_avenue,['dfs and similar'],['dfs and similar'],1600,,,,,
147998733,1635DInfinite Set,2433,tin-jyu,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']","['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800,,,,,
147998732,25AIQ test,,mamkinhecker,['brute force'],['brute force'],1300,,,,,
147998731,546ASoldier and Bananas,931,Bhavya_Patel,"['brute force', 'implementation', 'math']","['brute force', 'implementation', 'math']",800,,,,,
147998730,1520DSame Differences,,bkifhr9,"['data structures', 'hashing', 'math']","['data structures', 'hashing', 'math']",1200,,,,,
147998729,1139BChocolates,809,anonymousAIT,"['greedy', 'implementation']","['greedy', 'implementation']",1000,,,,,
147998728,1366BShuffle,1006,Yuvraj1803,"['math', 'two pointers']","['math', 'two pointers']",1300,,,,,
147998727,1005E1Median on Segments (Permutations Edition),1525,Focus_2000,['sortings'],['sortings'],1800,,,,,
147998726,935AFafa and his Company,,hardikpratap188,"['brute force', 'implementation']","['brute force', 'implementation']",800,,,,,
147998725,1392BOmkar and Infinity Clock,,NathanRL,"['implementation', 'math']","['implementation', 'math']",800,,,,,
147998724,522AReposts,642,Karthik_p,"['*special', 'dfs and similar', 'dp', 'graphs', 'trees']","['*special', 'dfs and similar', 'dp', 'graphs', 'trees']",1200,,,,,
147998722,919BPerfect Number,,arundhati9,"['binary search', 'brute force', 'dp', 'implementation', 'number theory']","['binary search', 'brute force', 'dp', 'implementation', 'number theory']",1100,,,,,
147998720,349ACinema Line,916,Bugz_BunnY,"['greedy', 'implementation']","['greedy', 'implementation']",1100,,,,,
147998719,1486C1Guessing the Greatest (easy version),1416,SynTax19,"['binary search', 'interactive']","['binary search', 'interactive']",1600,,,,,
147998718,499BLecture,610,hszone,"['implementation', 'strings']","['implementation', 'strings']",1000,,,,,
147998717,1632AABC,1345,mrityunjai01,['implementation'],['implementation'],800,,,,,
147998716,1208BUniqueness,1481,milan0027,"['binary search', 'brute force', 'implementation', 'two pointers']","['binary search', 'brute force', 'implementation', 'two pointers']",1500,,,,,
147998715,4AWatermelon,,EmnAs_PW,"['brute force', 'math']","['brute force', 'math']",800,,,,,
147998714,1475AOdd Divisor,784,GENERALMAHFUZ,"['math', 'number theory']","['math', 'number theory']",900,,,,,
147998713,263ABeautiful Matrix,,ep21btech11021,['implementation'],['implementation'],800,,,,,
147998712,300AArray,1145,Takaii,"['brute force', 'constructive algorithms', 'implementation']","['brute force', 'constructive algorithms', 'implementation']",1100,,,,,
147998711,1637CAndrew and Stones,1329,pulkitgupta38,"['greedy', 'implementation']","['greedy', 'implementation']",1200,,,,,
147998710,1144BParity Alternated Deletions,959,Srirambabu,"['greedy', 'implementation', 'sortings']","['greedy', 'implementation', 'sortings']",900,,,,,
147998709,166ARank List,,bkifhr6,"['binary search', 'implementation', 'sortings']","['binary search', 'implementation', 'sortings']",1100,,,,,
147998708,924BThree-level Laser,1445,manav_kp,"['binary search', 'greedy', 'two pointers']","['binary search', 'greedy', 'two pointers']",1600,,,,,
147998707,630FSelection of Personnel,1356,amaruu,"['combinatorics', 'math']","['combinatorics', 'math']",1300,,,,,
147998706,630CLucky Numbers,,abhishekkhulbe,"['combinatorics', 'math']","['combinatorics', 'math']",1100,,,,,
147998705,1638BOdd Swap Sort,,thelegendary08,"['data structures', 'math', 'sortings']","['data structures', 'math', 'sortings']",1100,,,,,
147998702,1469BRed and Blue,1515,INMAK,"['dp', 'greedy']","['dp', 'greedy']",1000,,,,,
147998701,1343ACandies,616,dev.wardule,"['brute force', 'math']","['brute force', 'math']",900,,,,,
147998700,803CMaximal GCD,1827,SCAU_Lnn,"['constructive algorithms', 'greedy', 'math']","['constructive algorithms', 'greedy', 'math']",1900,,,,,
147998699,919DSubstring,,luogu_bot3,"['dfs and similar', 'dp', 'graphs']","['dfs and similar', 'dp', 'graphs']",1700,,,,,
147998698,1638CInversion Graph,1775,trouble...,"['data structures', 'dsu', 'graphs', 'math']","['data structures', 'dsu', 'graphs', 'math']",1300,,,,,
147998696,467AGeorge and Accommodation,,Tonmoy_916,['implementation'],['implementation'],800,,,,,
147998695,665EBeautiful Subarrays,,vjudge3,"['data structures', 'divide and conquer', 'strings', 'trees']","['data structures', 'divide and conquer', 'strings', 'trees']",2100,,,,,
147998694,1399DBinary String To Subsequences,1450,priyanka18,"['constructive algorithms', 'data structures', 'greedy', 'implementation']","['constructive algorithms', 'data structures', 'greedy', 'implementation']",1500,,,,,
147998693,4AWatermelon,,raikommhh,"['brute force', 'math']","['brute force', 'math']",800,,,,,
147998692,1478BNezzar and Lucky Number,1432,SMahdi,"['brute force', 'dp', 'greedy', 'math']","['brute force', 'dp', 'greedy', 'math']",1100,,,,,
147998691,455BA Lot of Games,,bkifhr9,"['dfs and similar', 'dp', 'games', 'implementation', 'strings', 'trees']","['dfs and similar', 'dp', 'games', 'implementation', 'strings', 'trees']",1900,,,,,
147998690,1598FRBS,1096,mrozhx,"['binary search', 'bitmasks', 'brute force', 'data structures', 'dp']","['binary search', 'bitmasks', 'brute force', 'data structures', 'dp']",2400,,,,,
147998689,630FSelection of Personnel,1356,amaruu,"['combinatorics', 'math']","['combinatorics', 'math']",1300,,,,,
147998688,1611DWeights Assignment For Tree Edges,1502,Sokol080808,"['constructive algorithms', 'trees']","['constructive algorithms', 'trees']",1500,,,,,
147998687,1530DSecret Santa,1443,akoder_33951,"['constructive algorithms', 'flows', 'graphs', 'greedy', 'math']","['constructive algorithms', 'flows', 'graphs', 'greedy', 'math']",1600,,,,,
147998686,318AEven Odds,836,imzero34802,['math'],['math'],900,,,,,
147998685,1472BFair Division,,1.Himanshu_gautam,"['dp', 'greedy', 'math']","['dp', 'greedy', 'math']",800,,,,,
147998684,1208BUniqueness,1481,milan0027,"['binary search', 'brute force', 'implementation', 'two pointers']","['binary search', 'brute force', 'implementation', 'two pointers']",1500,,,,,
147998682,1612CChat Ban,833,__Ritik__,"['binary search', 'math']","['binary search', 'math']",1300,,,,,
147998681,1638BOdd Swap Sort,820,thechamp_pc,"['data structures', 'math', 'sortings']","['data structures', 'math', 'sortings']",1100,,,,,
147998680,1638BOdd Swap Sort,1014,pranjayvats,"['data structures', 'math', 'sortings']","['data structures', 'math', 'sortings']",1100,,,,,
147998679,1607CMinimum Extraction,,Zugzwang03,"['brute force', 'sortings']","['brute force', 'sortings']",1000,,,,,
147998678,959AMahmoud and Ehab and the even-odd game,,prathosh_snuc,"['games', 'math']","['games', 'math']",800,,,,,
147998676,1637CAndrew and Stones,1329,pulkitgupta38,"['greedy', 'implementation']","['greedy', 'implementation']",1200,,,,,
147998675,42BGame of chess unfinished,577,yukai,['implementation'],['implementation'],1700,,,,,
147998674,318AEven Odds,350,deepanshutayal13,['math'],['math'],900,,,,,
147998673,1638BOdd Swap Sort,,thelegendary08,"['data structures', 'math', 'sortings']","['data structures', 'math', 'sortings']",1100,,,,,
147998671,100543LOuter space invaders,1630,dargoncat,[],[],,,,,,
147998670,1641DTwo Arrays,1616,AngelKnows,"['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']","['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']",,,,,,
147998669,237AFree Cash,886,Ratchet99,['implementation'],['implementation'],1000,,,,,
147998668,1634COKEA,1980,suimu,['constructive algorithms'],['constructive algorithms'],1000,,,,,
147998667,158ANext Round,,abhix201,"['*special', 'implementation']","['*special', 'implementation']",800,,,,,
147998666,110ANearly Lucky Number,375,Anupkpp79,['implementation'],['implementation'],800,,,,,
147998665,1623CBalanced Stone Heaps,1475,voyager_08,"['binary search', 'greedy']","['binary search', 'greedy']",1600,,,,,
147998664,1553BReverse String,1231,Akshay_12,"['brute force', 'dp', 'hashing', 'implementation', 'strings']","['brute force', 'dp', 'hashing', 'implementation', 'strings']",1300,,,,,
147998663,327AFlipping Game,1022,prashant135,"['brute force', 'dp', 'implementation']","['brute force', 'dp', 'implementation']",1200,,,,,
147998662,1515DPhoenix and Socks,1703,1_2_3_4_5_9,"['greedy', 'sortings', 'two pointers']","['greedy', 'sortings', 'two pointers']",1500,,,,,
147998661,1552GA Serious Referee,,bkifhr7,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']","['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000,,,,,
147998660,1541BPleasant Pairs,1066,Injection,"['brute force', 'implementation', 'math', 'number theory']","['brute force', 'implementation', 'math', 'number theory']",1200,,,,,
147998659,165ECompatible Numbers,1535,ShinnirKolaChori,"['bitmasks', 'brute force', 'dfs and similar', 'dp']","['bitmasks', 'brute force', 'dfs and similar', 'dp']",2200,,,,,
147998658,1353BTwo Arrays And Swaps,965,Clegane,"['greedy', 'sortings']","['greedy', 'sortings']",800,,,,,
147998657,103584ANew Garden,,juliannie,[],[],,,,,,
147998655,282ABit++,409,namankothari0512,['implementation'],['implementation'],800,,,,,
147998653,"1146BHate ""A""",1117,_jinay_09,"['implementation', 'strings']","['implementation', 'strings']",1100,,,,,
147998652,363CFixing Typos,1053,srajamuri,"['greedy', 'implementation']","['greedy', 'implementation']",1400,,,,,
147998651,1238APrime Subtraction,852,_Rustam.33_,"['math', 'number theory']","['math', 'number theory']",900,,,,,
147998650,1497C1k-LCM (easy version),1323,ss497254,"['constructive algorithms', 'math']","['constructive algorithms', 'math']",1200,,,,,
147998648,1005E1Median on Segments (Permutations Edition),1144,M_DODIYA123,['sortings'],['sortings'],1800,,,,,
147998647,4AWatermelon,,AyushiGautam,"['brute force', 'math']","['brute force', 'math']",800,,,,,
147998644,467AGeorge and Accommodation,,Tonmoy_916,['implementation'],['implementation'],800,,,,,
147998642,1624FInteracdive Problem,1708,zanj0,"['binary search', 'constructive algorithms', 'interactive']","['binary search', 'constructive algorithms', 'interactive']",2000,,,,,
147998641,1642BPower Walking,1205,DragonX10,['greedy'],['greedy'],,,,,,
147998639,1478BNezzar and Lucky Number,1432,SMahdi,"['brute force', 'dp', 'greedy', 'math']","['brute force', 'dp', 'greedy', 'math']",1100,,,,,
147998638,139APetr and Book,872,Pepinni_07,['implementation'],['implementation'],1000,,,,,
147998636,1353BTwo Arrays And Swaps,518,Anik0388,"['greedy', 'sortings']","['greedy', 'sortings']",800,,,,,
147998635,1543AExciting Bets,770,locked,"['greedy', 'math', 'number theory']","['greedy', 'math', 'number theory']",900,,,,,
147998633,1399DBinary String To Subsequences,1450,priyanka18,"['constructive algorithms', 'data structures', 'greedy', 'implementation']","['constructive algorithms', 'data structures', 'greedy', 'implementation']",1500,,,,,
147998632,"1582DVupsen, Pupsen and 0",1322,Demotivated,"['constructive algorithms', 'math']","['constructive algorithms', 'math']",1600,,,,,
147998631,1615CMenorah,1057,Ravishu5,"['brute force', 'graphs', 'greedy', 'math']","['brute force', 'graphs', 'greedy', 'math']",1600,,,,,
147998630,1642AHard Way,,anuj_1234,['geometry'],['geometry'],,,,,,
147998629,1629BGCD Arrays,700,joshvvinjoshy,"['greedy', 'math', 'number theory']","['greedy', 'math', 'number theory']",800,,,,,
147998628,1637EBest Pair,1416,syrgabaev,"['binary search', 'brute force', 'implementation']","['binary search', 'brute force', 'implementation']",2100,,,,,
147998626,1546BAquaMoon and Stolen String,814,vikra_rock,"['interactive', 'math']","['interactive', 'math']",1200,,,,,
147998625,1607CMinimum Extraction,,Zugzwang03,"['brute force', 'sortings']","['brute force', 'sortings']",1000,,,,,
147998624,71AWay Too Long Words,354,ritikesh_18,['strings'],['strings'],800,,,,,
147998623,1497C2k-LCM (hard version),1323,ss497254,"['constructive algorithms', 'math']","['constructive algorithms', 'math']",1600,,,,,
147998622,620ENew Year Tree,1522,kunalsrv20,"['bitmasks', 'data structures', 'trees']","['bitmasks', 'data structures', 'trees']",2100,,,,,
147998621,1591DYet Another Sorting Problem,1196,shivay_412,"['constructive algorithms', 'data structures', 'math', 'sortings']","['constructive algorithms', 'data structures', 'math', 'sortings']",1900,,,,,
147998620,144AArrival of the General,,codetolive,['implementation'],['implementation'],800,,,,,
147998619,487AFight the Monster,,la_decima,"['binary search', 'brute force', 'implementation']","['binary search', 'brute force', 'implementation']",1800,,,,,
147998618,25AIQ test,,mamkinhecker,['brute force'],['brute force'],1300,,,,,
147998615,868ABark to Unlock,,Firuz__001,"['brute force', 'implementation', 'strings']","['brute force', 'implementation', 'strings']",900,,,,,
147998614,1605CDominant Character,724,s_manan,"['brute force', 'greedy', 'implementation', 'strings']","['brute force', 'greedy', 'implementation', 'strings']",1400,,,,,
147998613,1624BMake AP,,_Mesdon,"['implementation', 'math']","['implementation', 'math']",900,,,,,
147998612,165ECompatible Numbers,1535,ShinnirKolaChori,"['bitmasks', 'brute force', 'dfs and similar', 'dp']","['bitmasks', 'brute force', 'dfs and similar', 'dp']",2200,,,,,
147998611,985CLiebig's Barrels,,SeventhMonth,['greedy'],['greedy'],1500,,,,,
147998610,546CSoldier and Cards,1604,piyushgupta2001.29,"['brute force', 'dfs and similar', 'games']","['brute force', 'dfs and similar', 'games']",1400,,,,,
147998608,1497C2k-LCM (hard version),962,fightingfalcon,"['constructive algorithms', 'math']","['constructive algorithms', 'math']",1600,,,,,
147998607,237AFree Cash,886,Ratchet99,['implementation'],['implementation'],1000,,,,,
147998606,327AFlipping Game,1022,prashant135,"['brute force', 'dp', 'implementation']","['brute force', 'dp', 'implementation']",1200,,,,,
147998605,42BGame of chess unfinished,577,yukai,['implementation'],['implementation'],1700,,,,,
147998603,835BThe number on the board,407,AlwaysSmile998,['greedy'],['greedy'],1100,,,,,
147998602,1612CChat Ban,865,tushar_kumar,"['binary search', 'math']","['binary search', 'math']",1300,,,,,
147998601,1641DTwo Arrays,1616,AngelKnows,"['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']","['bitmasks', 'brute force', 'greedy', 'hashing', 'two pointers']",,,,,,
147998598,989EA Trance of Nightfall,2656,maspy,"['dp', 'geometry', 'matrices', 'probabilities']","['dp', 'geometry', 'matrices', 'probabilities']",2700,,,,,
147998597,704DCaptain America,,_Railgum,"['flows', 'greedy']","['flows', 'greedy']",3100,,,,,
147998596,1417BTwo Arrays,979,necro_mancer,"['greedy', 'math', 'sortings']","['greedy', 'math', 'sortings']",1100,,,,,
